CO_CODUPS;DE_NOMBREUPS;TABLA_D1_SETI IPRESS;TABLA_G_SETIIPRESS;TABLA_I_SETIIPRESS
223100;CONSULTA EXTERNA-HEMATOLOGÍA-;0;1;1
223200;CONSULTA EXTERNA-INFECTOLOGÍA-;0;1;1
223300;CONSULTA EXTERNA-INMUNOLOGÍA Y ALERGIA-;0;1;1
223400;CONSULTA EXTERNA-MEDICINA FÍSICA Y REHABILITACIÓN-;0;1;1
223500;CONSULTA EXTERNA-MEDICINA INTERNA-;0;1;1
223600;CONSULTA EXTERNA-MEDICINA TROPICAL E INFECTOCONTAGIOSAS-;0;1;1
223700;CONSULTA EXTERNA-NEFROLOGÍA-;0;1;1
223800;CONSULTA EXTERNA-NEUMOLOGÍA;0;1;1
223801;CONSULTA EXTERNA-NEUMOLOGÍA-ASMA;0;1;1
223900;CONSULTA EXTERNA-NEUROLOGÍA;0;1;1
223901;CONSULTA EXTERNA NEUROLOGIA NEUROFISIOLOGIA CLINICA;0;1;1
223901;CONSULTA EXTERNA-NEUROLOGÍA-NEUROFISIOLOGÍA CLÍNICA;0;1;1
223902;CONSULTA EXTERNA NEUROLOGIA NEUROLOGIA DE LA CONDUCTA;0;1;1
223903;CONSULTA EXTERNA NEUROLOGIA ESPECIALIDADES MEDICAS (DE APOYO DIAGNOSTICO Y TERAPEUTICO AL PACIENTE);0;1;1
223906;CONSULTA EXTERNA NEUROLOGIA EPILEPSIA EPILEPTOLOGIA;0;1;1
223907;CONSULTA EXTERNA NEUROLOGIA ENFERMEDADES NEURODEGENERATIVAS;0;1;1
223908;CONSULTA EXTERNA NEUROLOGIA ENFERMEDADES NEUROVASCULARES Y METABOLICAS;0;1;1
223909;CONSULTA EXTERNA NEUROLOGIA NEUROGENETICA;0;1;1
223910;CONSULTA EXTERNA NEUROLOGIA ENFERMEDADES TRANSMISIBLES DEL SISTEMA NERVIOSO;0;1;1
224000;CONSULTA EXTERNA-ONCOLOGÍA MÉDICA -;0;1;1
224101;CONSULTA EXTERNA-PSICOLOGÍA-ADICCIONES;0;1;1
224102;CONSULTA EXTERNA-PSICOLOGÍA-CONSEJERÍA;0;1;1
224103;CONSULTA EXTERNA-PSICOLOGÍA-PSICOLOGÍA ADULTO Y GERONTE;0;1;1
224104;CONSULTA EXTERNA-PSICOLOGÍA-PSICOLOGÍA FAMILIAR;0;1;1
224105;CONSULTA EXTERNA-PSICOLOGÍA-PSICOLOGÍA NIÑO Y ADOLESCENTE;0;1;1
224200;CONSULTA EXTERNA-PSIQUIATRÍA;0;1;1
224201;CONSULTA EXTERNA-PSIQUIATRÍA-ADICCIONES;0;1;1
224202;CONSULTA EXTERNA-PSIQUIATRÍA-CONSEJERIA;0;1;1
224203;CONSULTA EXTERNA-PSIQUIATRÍA-PSIQUIATRÍA ADULTO Y GERONTE;0;1;1
224204;CONSULTA EXTERNA-PSIQUIATRÍA-PSIQUIATRÍA FAMILIAR;0;1;1
224205;CONSULTA EXTERNA-PSIQUIATRÍA-PSIQUIATRÍA NIÑO Y ADOLESCENTE;0;1;1
224300;CONSULTA EXTERNA-RADIOTERAPIA -;0;1;1
224400;CONSULTA EXTERNA-REUMATOLOGÍA-;0;1;1
224500;CONSULTA EXTERNA-TRATAMIENTO DEL DOLOR -;0;1;1
224600;CONSULTA EXTERNA-ADOLESCENTES-;0;1;1
224601;CONSULTA EXTERNA-ADOLESCENTES-SERVICIO DIFERENCIADO -HORARIO DIFERENCIADO;0;1;1
224602;CONSULTA EXTERNA-ADOLESCENTES-SERVICIO DIFERENCIADO-AMBIENTE EXCLUSIVO;0;1;1
224603;CONSULTA EXTERNA-ADOLESCENTES-SERVICIO DIFERENCIADO-SERVICIOS DIFERENCIADOS ESPECIALIZADOS;0;1;1
224700;CONSULTA EXTERNA-PEDIATRÍA GENERAL-;0;1;1
224800;CONSULTA EXTERNA-CARDIOLOGÍA PEDIÁTRICA-;0;1;1
224900;CONSULTA EXTERNA-DERMATOLOGÍA PEDIÁTRICA-;0;1;1
225000;CONSULTA EXTERNA-ENDOCRINOLOGÍA PEDIÁTRICA-;0;1;1
225100;CONSULTA EXTERNA-GASTROENTEROLOGÍA PEDIÁTRICA-;0;1;1
225200;CONSULTA EXTERNA-GINECOLOGÍA PEDIÁTRICA-;0;1;1
225300;CONSULTA EXTERNA-NEFROLOGÍA PEDIÁTRICA-;0;1;1
225400;CONSULTA EXTERNA-NEONATOLOGÍA-;0;1;1
225500;CONSULTA EXTERNA-NEUMOLOGÍA PEDIÁTRICA-;0;1;1
225600;CONSULTA EXTERNA-NEUROLOGÍA PEDIÁTRICA-;0;1;1
225700;CONSULTA EXTERNA-OFTALMOLOGÍA PEDIÁTRICA-;0;1;1
225800;CONSULTA EXTERNA-ONCOLOGÍA PEDIÁTRICA-;0;1;1
225900;CONSULTA EXTERNA-PSIQUIATRÍA PEDIÁTRICA-;0;1;1
226000;CONSULTA EXTERNA-REUMATOLOGÍA PEDIÁTRICA-;0;1;1
226100;CONSULTA EXTERNA-ONCOLOGÍA PREVENTIVA-;0;1;1
227000;CONSULTA EXTERNA-FAMILIAR/COMUNITARIA/INTEGRAL;0;1;1
229000;CONSULTA EXTERNA- ANESTESIOLOGIA;0;1;1
230000;EMERGENCIA;0;1;1
230100;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-;0;1;1
230101;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-CIRUGÍA GENERAL;0;1;1
230102;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-GINECO-OBSTÉTRICA;0;1;1
230103;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-MEDICINA ADULTOS;0;1;1
230104;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-OFTALMOLOGÍA;0;1;1
230105;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-ODONTOLOGÍA;0;1;1
230106;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-PEDIATRÍA;0;1;1
230107;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-PSIQUIATRÍA;0;1;1
230108;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-UROLOGÍA;0;1;1
230109;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-TRAUMATOLOGÍA Y ORTOPEDIA;0;1;1
230110;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-NEUROCIRUGIA;0;1;1
230111;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-NEONATOLOGÍA;0;1;1
230112;EMERGENCIA-EMERGENCIA / PRIORIDAD 2-CIRUGIA PEDIÁTRICA;0;1;1
230200;EMERGENCIA-NO EMERGENCIA / NO URGENCIA /  PRIORIDAD 4-;0;1;1
230300;EMERGENCIA-SALA DE OBSERVACION-;0;1;1
230301;EMERGENCIA-SALA DE OBSERVACION-SALA OBSERVACION PACIENTE CRITICO;0;1;1
230400;EMERGENCIA-SHOCKTRAUMA / PRIORIDAD 1-;0;1;1
230500;EMERGENCIA-URGENCIA / PRIORIDAD 3-;0;1;1
240000;HOSPITALIZACION ;1;1;1
240100;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA GENERAL-;1;1;1
240200;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL-;1;1;1
240300;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA DIGESTIVA-;1;1;1
240400;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA DE TÓRAX Y CARDIOVASCULAR-;1;1;1
240500;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA DE TRANSPLANTES-;1;1;1
240600;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA OFTALMOLÓGICA-;1;1;1
240700;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA PEDIÁTRICA-;1;1;1
240800;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA-;1;1;1
240801;HOSPITALIZACIÓN QUIRÚRGICA-CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA-QUEMADOS;1;1;1
240900;HOSPITALIZACIÓN QUIRÚRGICA-NEUROCIRUGÍA-;1;1;1
241000;HOSPITALIZACIÓN QUIRÚRGICA-ONCOLOGÍA QUIRÚRGICA -;1;1;1
241100;HOSPITALIZACIÓN QUIRÚRGICA-OTORRINOLARINGOLOGÍA -;1;1;1
241200;HOSPITALIZACIÓN QUIRÚRGICA-TRAUMATOLOGÍA Y ORTOPEDIA-;1;1;1
241300;HOSPITALIZACIÓN QUIRÚRGICA-UROLOGÍA -;1;1;1
241400;HOSPITALIZACIÓN QUIRÚRGICA-GINECO - OBSTETRICIA-;1;1;1
241500;HOSPITALIZACIÓN QUIRÚRGICA-GINECOLOGÍA -;1;1;1
241600;HOSPITALIZACIÓN QUIRÚRGICA-OBSTETRICIA  -;1;1;1
241700;HOSPITALIZACIÓN QUIRÚRGICA-GINECOLOGÍA - GINECOLOGIA ONCOLOGiCA;1;1;1
241800;HOSPITALIZACIÓN DE MEDICINA-MEDICINA GENERAL-;1;1;1
241900;HOSPITALIZACIÓN DE MEDICINA-MEDICINA INTERNA-;1;1;1
242000;HOSPITALIZACIÓN DE MEDICINA-MEDICINA TROPICAL E INFECCIOSAS-;1;1;1
242100;HOSPITALIZACIÓN DE MEDICINA-ONCOLOGÍA MÉDICA-;1;1;1
242200;HOSPITALIZACIÓN DE MEDICINA-PSIQUIATRÍA-;1;1;1
242201;HOSPITALIZACIÓN DE MEDICINA-PSIQUIATRÍA-PSIQUIATRÍA - HOSPITALIZACIÓN DE DÍA;1;1;1
242202;HOSPITALIZACIÓN DE MEDICINA-PSIQUIATRÍA-PSIQUIATRÍA DEL ADULTO Y GERONTE;1;1;1
242203;HOSPITALIZACIÓN DE MEDICINA-PSIQUIATRÍA-PSIQUIATRÍA DEL NIÑO Y DEL ADOLESCENTE;1;1;1
242204;HOSPITALIZACIÓN DE MEDICINA-PSIQUIATRÍA-REHABILITACIÓN PSIQUIÁTRICA / REINSERCIÓN ;1;1;1
242205;HOSPITALIZACIÓN MEDICINA-PSIQUIATRÍA-PISIQUIATRIA/ SALUD MENTAL Y ADICCIONES;1;1;1
242300;HOSPITALIZACIÓN DE PEDIATRÍA- PEDIATRÍA  GENERAL-;1;1;1
242400;HOSPITALIZACIÓN DE PEDIATRÍA-ADOLESCENTES-;1;1;1
242600;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-CARDIOLOGÍA PEDIÁTRICA;1;1;1
242700;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-DERMATOLOGÍA PEDIÁTRICA;1;1;1
242800;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-ENDOCRINOLOGÍA PEDIÁTRICA;1;1;1
242900;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-GASTROENTEROLOGÍA PEDIÁTRICA;1;1;1
243000;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-GINECOLOGÍA PEDIÁTRICA;1;1;1
243100;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-NEFROLOGÍA PEDIÁTRICA;1;1;1
243200;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-NEONATOLOGÍA;1;1;1
243300;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-NEUMOLOGÍA PEDIÁTRICA;1;1;1
243400;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-NEUROLOGÍA PEDIÁTRICA;1;1;1
243500;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-OFTALMOLOGÍA PEDIÁTRICA;1;1;1
243600;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-ONCOLOGÍA PEDIÁTRICA;1;1;1
243700;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-OTORRINOLARINGOLOGÍA PEDIÁTRICA ;1;1;1
243800;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-PSIQUIATRÍA PEDIÁTRICA;1;1;1
243900;HOSPITALIZACIÓN DE PEDIATRÍA-PEDIATRIA-REUMATOLOGÍA PEDIÁTRICA;1;1;1
244000;HOSPITALIZACIÓN DE MEDICINA-CARDIOLOGIA-;1;1;1
244100;HOSPITALIZACIÓN DE MEDICINA-DERMATOLOGÍA   -;1;1;1
244200;HOSPITALIZACIÓN DE MEDICINA-ENDOCRINOLOGIA-;1;1;1
244300;HOSPITALIZACIÓN DE MEDICINA-GASTROENTEROLOGÍA -;1;1;1
244400;HOSPITALIZACIÓN DE MEDICINA-GERIATRIA-;1;1;1
244500;HOSPITALIZACIÓN DE MEDICINA-HEMATOLOGÍA-;1;1;1
244600;HOSPITALIZACIÓN DE MEDICINA-NEFROLOGIA-;1;1;1
244700;HOSPITALIZACIÓN DE MEDICINA-NEUROLOGIA -;1;1;1
244800;HOSPITALIZACIÓN DE MEDICINA-NEUROLOGIA -NEUROLOGIA DE LA CONDUCTA;1;1;1
244900;HOSPITALIZACIÓN DE MEDICINA-NEUROLOGIA -NEURODEGENERATIVAS;1;1;1
245000;HOSPITALIZACIÓN DE MEDICINA-NEUROLOGIA -NEUROVASCULARES Y METABOLICAS;1;1;1
245100;HOSPITALIZACIÓN DE MEDICINA-NEUROLOGIA -ENFERMEDADES INFECCIOSAS/TRANSMISIBLES DEL SISTEMA NERVIOSO;1;1;1
245200;HOSPITALIZACIÓN DE MEDICINA-NEUROLOGIA -EPILEPSIA/EPILEPTOLOGIA;1;1;1
245300;HOSPITALIZACIÓN DE MEDICINA-NEUMOLOGÍA -;1;1;1
245400;HOSPITALIZACIÓN DE MEDICINA-GINECOLOGIA-;1;1;1
245500;HOSPITALIZACIÓN DE MEDICINA-REUMATOLOGÍA   -;1;1;1
245600;HOSPITALIZACIÓN DE DÍA;1;1;1
245700;HOSPITALIZACIÓN QUIRÚRGICA-CARDIOLOGIA-;1;1;1
245701;HOSPITALIZACIÓN QUIRÚRGICA-CARDIOLOGIA-CARDIOLOGIA INTERVENVIONISTA;1;1;1
250000;UNIDAD DE CUIDADOS CRITICOS;1;1;1
250100;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI)-;1;1;1
250101;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI)-CARDIOLOGIA;1;1;1
250102;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI)-GINECO-OBSTETRICIA;1;1;1
250103;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS GENERALES  (UCI)-MEDICINA;1;1;1
250104;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS GENERALES  (UCI)-MEDICINA TROPICAL;1;1;1
250105;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS  (UCI)-NEONATOLOGÍA;1;1;1
250106;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS  (UCI)-NEUROLÓGICA;1;1;1
250107;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS  (UCI)-NEUROQUIRÚRGICA;1;1;1
250108;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS  (UCI)-PEDIÁTRICA;1;1;1
250109;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS  (UCI)-QUIRÚRGICA;1;1;1
250110;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS  (UCI)-RESPIRATORIA;1;1;1
250111;UNIDAD DE CUIDADOS CRITICOS-UNIDAD  DE CUIDADOS INTENSIVOS  (UCI)-CARDIOVASCULAR;1;1;1
250200;UNIDAD DE CUIDADOS CRITICOS-UNIDAD DE CUIDADOS INTERMEDIOS GENERAL  (UCIN)-;1;1;1
250201;UNIDAD DE CUIDADOS CRITICOS-UNIDAD DE CUIDADOS INTERMEDIOS  (UCIN)-NEONATAL;1;1;1
250202;UNIDAD DE CUIDADOS CRITICOS-UNIDAD DE CUIDADOS INTERMEDIOS  (UCIN)-PEDIÁTRICOS;1;1;1
250300;UNIDAD DE CUIDADOS CRITICOS-UNIDAD DE VIGILANCIA INTENSIVA  CLINICA (UVIC)-;1;1;1
250400;UNIDAD DE CUIDADOS CRITICOS-UNIDAD DE QUEMADOS (GRAN QUEMADO)-;1;1;1
260000;ESTRATEGIAS SANITARIAS NACIONALES;0;1;1
260100;ESTRAT.SANIT. NAC.-CENTRO JUVENIL-;0;1;1
260200;ESTRAT.SANIT. NAC.-COMPONENTES ESPECIALES;0;1;1
260201;ESTRAT.SANIT. NAC.-COMPONENTES ESPECIALES-ACCIDENTES POR ANIMALES PONZOÑOSOS;0;1;1
260202;ESTRAT.SANIT. NAC.-COMPONENTES ESPECIALES-NUTRICIÓN;0;1;1
260203;ESTRAT.SANIT. NAC.-COMPONENTES ESPECIALES-PREVENCIÓN DE CISTICERCOSIS;0;1;1
260204;ESTRAT.SANIT. NAC.-COMPONENTES ESPECIALES-SALUD BUCAL;0;1;1
260205;ESTRAT.SANIT. NAC.-COMPONENTES ESPECIALES-ZOONOSIS HUMANA (Rabia, carbunco y otras);0;1;1
260300;ESTRAT.SANIT. NAC.-INMUNIZACIONES-;0;1;1
260400;ESTRAT.SANIT. NAC.-MAMIS-;0;1;1
260500;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES;0;1;1
260501;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES-ADULTO MAYOR;0;1;1
260502;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES-DIABETES MELLITUS;0;1;1
260503;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES-HIPERTENSIÓN ARTERIAL;0;1;1
260504;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES-MANEJO DE ALZHEIMER;0;1;1
260505;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES-MANEJO DE ASMA;0;1;1
260506;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES-OBESIDAD E HIPERCOLESTEROLEMIAS;0;1;1
260507;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE DAÑOS NO TRANSMISIBLES-OSTEOPOROSIS;0;1;1
260600;PREV.Y CONTROL DE ENF. METAXÉNICAS Y OTRAS TRANS. POR VECTORES;0;1;1
260601;PREV.Y CONTROL DE ENF. METAXÉNICAS Y OTRAS TRANS. POR VECTORES-UNIDAD DE DIAG. Y TRAT. DE ENF. METAXÉNICAS;0;1;1
260700;PREV. Y CONTROL DE INFECCIONES DE TRANSMISIÓN SEXUAL Y VIH-SIDA;0;1;1
260701;PREV. Y CONTROL DE INFECCIONES DE TRANSMISIÓN SEXUAL Y VIH-SIDA-UNIDAD DE DIAG. Y TRATAMIENTO DE ITS;0;1;1
260702;PREV. Y CONTROL DE INFECCIONES DE TRANSMISIÓN SEXUAL Y VIH-SIDA-UNIDAD DE DIAG. Y TRAT. DE VIH/SIDA;0;1;1
260800;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE TUBERCULOSIS;0;1;1
260801;ESTRAT.SANIT. NAC.-PREVENCIÓN Y CONTROL DE TUBERCULOSIS-UNIDAD DE DIAG. Y TRATAMIENTO CLÁSICO;0;1;1
260802;PREVENCIÓN Y CONTROL DE TUBERCULOSIS-UNIDAD DE DIAG. Y TRATAMIENTO MULTIDROGO RESISTENTES;0;1;1
260900;ESTRAT.SANIT. NAC.-SALUD MENTAL Y CULTURA DE PAZ;0;1;1
260901;ESTRAT.SANIT. NAC.-SALUD MENTAL Y CULTURA DE PAZ-ADOLESCENTE;0;1;1
260902;ESTRAT.SANIT. NAC.-SALUD MENTAL Y CULTURA DE PAZ-DEPRESIÓN;0;1;1
260903;ESTRAT.SANIT. NAC.-SALUD MENTAL Y CULTURA DE PAZ-PREVENCIÓN DE ADICCIONES (drogas y alcohol);0;1;1
260904;ESTRAT.SANIT. NAC.-SALUD MENTAL Y CULTURA DE PAZ-VIOLENCIA;0;1;1
260905;ESTRAT.SANIT. NAC.-SALUD MENTAL Y CULTURA DE PAZ-MAMIS;0;1;1
261000;ESTRAT.SANIT. NAC.-SALUD SEXUAL Y REPRODUCTIVA;0;1;1
261001;ESTRAT.SANIT. NAC.-SALUD SEXUAL Y REPRODUCTIVA-PLANIFICACIÓN FAMILIAR;0;1;1
261002;ESTRAT.SANIT. NAC.-SALUD SEXUAL Y REPRODUCTIVA-SALUD MATERNA;0;1;1
